Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Win%,RotY_Votes
Chuck Aleksinas,C,25,GSW,74,4,15.1,2.2,4.6,0.5,0,0,0,2.2,4.5,0.5,0.5,0.7,1,0.7,1.2,2.5,3.6,0.5,0.2,0.2,1,2.3,5.1,1985,0.268,0
Ron Anderson,SF,26,CLE,36,7,14.4,2.3,5.4,0.4,0,0.1,0.5,2.3,5.4,0.4,0.4,1.1,1.4,0.8,1.1,1.4,2.4,0.9,0.2,0.2,0.9,1.1,5.8,1985,0.439,0
Ken Bannister,PF,24,NYK,75,50,18.7,2.8,5.9,0.5,0,0,,2.8,5.9,0.5,0.5,1.2,2.6,0.5,1.4,3,4.4,0.5,0.5,0.5,1.9,3.7,6.8,1985,0.293,0
Charles Barkley,PF,21,PHI,82,60,28.6,5.2,9.5,0.5,0,0.1,0.2,5.2,9.5,0.5,0.5,3.6,4.9,0.7,3.2,5.3,8.6,1.9,1.2,1,2.5,3.7,14,1985,0.707,0
Cory Blackwell,SF,21,SEA,60,0,9.2,1.4,4,0.4,0,0,0,1.4,3.9,0.4,0.4,0.5,0.9,0.5,0.7,0.9,1.6,0.4,0.4,0,0.7,0.9,3.4,1985,0.378,0
Sam Bowie,C,23,POR,76,62,29.2,3.9,7.3,0.5,0,0,,3.9,7.3,0.5,0.5,2.1,3,0.7,2.7,5.9,8.6,2.8,0.7,2.7,2.3,3.7,10,1985,0.512,0
Frank Brickowski,C,25,SEA,78,9,14.3,1.9,3.9,0.5,0,0.1,0,1.9,3.9,0.5,0.5,1.1,1.6,0.7,1,2.4,3.3,1.3,0.4,0.2,1.3,2.2,4.9,1985,0.378,0
Tony Brown,SF,24,IND,82,26,19.3,2.6,5.7,0.5,0,0.1,0,2.6,5.6,0.5,0.5,1.4,2.1,0.7,1.8,1.7,3.5,1.9,0.7,0.1,1.4,2.6,6.6,1985,0.268,0
Steve Burtt,SG,22,GSW,47,0,8.9,1.5,4,0.4,0,0,0,1.5,4,0.4,0.4,1.1,1.6,0.7,0.2,0.4,0.6,0.4,0.4,0.1,0.7,1.6,4.2,1985,0.268,0
Michael Cage,PF,23,LAC,75,41,21.5,2.9,5.3,0.5,0,0,,2.9,5.3,0.5,0.5,1.3,1.8,0.7,1.7,3.5,5.2,0.7,0.5,0.4,1.1,2.2,7.1,1985,0.378,0
Tony Campbell,SF,22,DET,56,0,11.2,2.3,4.7,0.5,0,0,0,2.3,4.7,0.5,0.5,1,1.2,0.8,0.7,0.9,1.6,0.4,0.5,0.1,1.2,1.9,5.6,1985,0.561,0
Rick Carlisle,SG,25,BOS,38,0,4.7,0.7,1.8,0.4,0,0.1,0,0.7,1.7,0.4,0.4,0.4,0.4,0.9,0.2,0.3,0.6,0.7,0.1,0,0.5,0.6,1.8,1985,0.768,0
Antoine Carr,PF,23,ATL,62,15,19.3,3.2,6,0.5,0,0.1,0.3,3.2,6,0.5,0.5,1.6,2.1,0.8,1.3,2.5,3.7,1.3,0.5,1.3,1.7,3.5,8,1985,0.415,0
Ron Cavenall,C,25,NYK,53,2,12.3,0.5,1.6,0.3,0,0,,0.5,1.6,0.3,0.3,0.4,0.7,0.6,1,2.1,3.1,0.4,0.2,0.8,0.8,2.3,1.5,1985,0.293,0
Steve Colter,PG,22,POR,78,22,18.7,2.8,6.1,0.5,0.3,0.9,0.4,2.4,5.2,0.5,0.5,1.3,1.7,0.8,0.5,1.4,1.9,3.1,1,0.1,1.4,1.8,7.1,1985,0.512,0
Devin Durrant,SF,24,IND,59,8,12.8,1.9,4.6,0.4,0,0.1,0,1.9,4.6,0.4,0.4,1.2,1.7,0.7,0.8,1.3,2.1,1.4,0.3,0.2,1.3,1.8,5.1,1985,0.268,0
Kenton Edelin,SF,22,IND,10,1,14.3,0.4,1.3,0.3,0,0,,0.4,1.3,0.3,0.3,0.3,0.8,0.4,0.8,1.8,2.6,1,0.5,0.4,0.3,3.9,1.1,1985,0.268,0
Kenny Fields,SF,22,MIL,51,1,10.5,1.6,3.7,0.4,0,0,,1.6,3.7,0.4,0.4,0.5,0.7,0.8,0.8,0.8,1.6,0.7,0.2,0.2,0.6,1.6,3.8,1985,0.72,0
Vern Fleming,PG,22,IND,80,65,31.1,5.4,11.5,0.5,0,0,0,5.4,11.5,0.5,0.5,3.2,4.2,0.8,1.8,2.2,4,3.1,1.2,0.1,2.5,2.9,14.1,1985,0.268,0
Lancaster Gordon,SG,22,LAC,63,1,10.8,1.7,4.6,0.4,0,0.1,0.2,1.7,4.4,0.4,0.4,0.6,0.8,0.8,0.4,0.6,1,1.4,0.5,0.1,1.1,1,4.1,1985,0.378,0
Butch Graves,SG,23,CLE,4,0,2.8,0.5,1.5,0.3,0,0.2,0,0.5,1.2,0.4,0.3,0.2,1.2,0.2,0,0.5,0.5,0.2,0.2,0,0.2,1,1.2,1985,0.439,0
Stuart Gray,C,21,IND,52,0,7.5,0.7,1.8,0.4,0,0,,0.7,1.8,0.4,0.4,0.6,0.9,0.7,0.6,1.8,2.4,0.3,0.2,0.3,1,1.6,2,1985,0.268,0
Mike Holton,SG,23,PHO,74,59,23.8,3.5,7.8,0.4,0.2,0.6,0.3,3.3,7.2,0.5,0.5,1.3,1.6,0.8,0.4,1.4,1.8,2.7,0.8,0.1,1.7,1.9,8.4,1985,0.439,0
Jay Humphries,SG,22,PHO,80,39,25.8,3.5,7.8,0.4,0,0.2,0.2,3.4,7.6,0.5,0.4,1.8,2.1,0.8,0.4,1.6,2,4.4,1.3,0.1,2.1,2.6,8.8,1985,0.439,0
Ralph Jackson,PG,22,IND,1,0,12,1,3,0.3,0,0,,1,3,0.3,0.3,0,0,,1,0,1,4,2,0,1,1,2,1985,0.268,0
Earl Jones,C,24,LAL,2,0,3.5,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,0,0.5,0,0,1985,0.756,0
Ozell Jones,C,24,SAS,67,6,13.3,1.6,2.7,0.6,0,0,0,1.6,2.7,0.6,0.6,0.5,1.2,0.4,1,2.6,3.6,0.8,0.4,0.9,0.9,2.1,3.7,1985,0.5,0
Michael Jordan,SG,21,CHI,82,82,38.3,10.2,19.8,0.5,0.1,0.6,0.2,10.1,19.2,0.5,0.5,7.7,9.1,0.8,2,4.5,6.5,5.9,2.4,0.8,3.5,3.5,28.2,1985,0.463,0.7372
Jerome Kersey,SF,22,POR,77,0,12.4,2.3,4.8,0.5,0,0,0,2.3,4.8,0.5,0.5,1.5,2.4,0.6,1.2,1.4,2.7,0.8,0.6,0.4,0.9,1.9,6.1,1985,0.512,0
Tim McCormick,C,22,SEA,78,27,20.3,3.4,6.2,0.6,0,0,0,3.4,6.2,0.6,0.6,2.4,3.4,0.7,1.9,3.2,5.1,1,0.2,0.4,1.5,2.7,9.3,1985,0.378,0
Jay Murphy,PF,22,LAC,23,0,6.5,0.3,2.2,0.2,0,0,0,0.3,2.1,0.2,0.2,0.5,0.9,0.6,0.3,1.5,1.8,0.2,0,0.1,0.3,0.9,1.2,1985,0.378,0
Hakeem Olajuwon,C,22,HOU,82,82,35.5,8.3,15.3,0.5,0,0,,8.3,15.3,0.5,0.5,4.1,6.7,0.6,5.4,6.5,11.9,1.4,1.2,2.7,2.9,4.2,20.6,1985,0.585,0.2628
Sam Perkins,PF,23,DAL,82,42,28.3,4.2,9,0.5,0.1,0.4,0.2,4.1,8.5,0.5,0.5,2.4,3,0.8,2.3,5.1,7.4,1.6,0.8,0.8,1.2,2.9,11,1985,0.537,0
Jim Petersen,PF,22,HOU,60,0,11.9,1.2,2.4,0.5,0,0,,1.2,2.4,0.5,0.5,0.8,1.1,0.8,0.7,1.7,2.4,0.5,0.2,0.5,1.2,2.1,3.2,1985,0.585,0
Gary Plummer,PF,22,GSW,66,0,10.6,1.4,3.5,0.4,0,0.1,0.2,1.4,3.5,0.4,0.4,1,1.4,0.7,0.8,1.2,2,0.4,0.2,0.2,0.8,1.9,3.8,1985,0.268,0
David Pope,SF,22,KCK,22,0,5.9,0.8,2.4,0.3,0,0,0,0.8,2.4,0.3,0.3,0.3,0.6,0.5,0.4,0.4,0.8,0.2,0.1,0.1,0.3,1.4,1.9,1985,0.378,0
Alvin Robertson,SG,22,SAS,79,9,21.3,3.8,7.6,0.5,0.1,0.1,0.4,3.7,7.5,0.5,0.5,1.6,2.1,0.7,1.5,1.9,3.4,3.5,1.6,0.3,2.1,2.7,9.2,1985,0.5,0
Wayne Sappleton,PF,24,NJN,33,0,9,1.2,2.6,0.5,0,0,,1.2,2.6,0.5,0.5,0.4,1,0.4,0.8,1.4,2.3,0.2,0.2,0.1,0.6,1.5,2.9,1985,0.512,0
Tom Scheffler,C,30,POR,39,0,6.9,0.5,1.3,0.4,0,0,,0.5,1.3,0.4,0.4,0.3,0.5,0.5,0.5,1.5,1.9,0.3,0.2,0.3,0.4,1.2,1.3,1985,0.512,0
John Schweitz,SG,24,SEA,19,0,5.8,1.3,3.9,0.3,0,0.2,0,1.3,3.7,0.4,0.3,0.4,0.5,0.7,0.3,0.8,1.1,0.9,0,0.1,0.7,0.6,3,1985,0.378,0
Tom Sewell,SG,22,WSB,21,0,4.1,0.4,1.7,0.2,0,0.1,0,0.4,1.6,0.3,0.2,0.1,0.2,0.5,0.1,0.1,0.2,0.3,0.1,0,0.3,0.6,1,1985,0.488,0
Charlie Sitton,SF,22,DAL,43,0,7.1,0.9,2.2,0.4,0,0,0,0.9,2.1,0.4,0.4,0.3,0.6,0.5,0.6,0.8,1.4,0.6,0.2,0.1,0.4,1.2,2.1,1985,0.537,0
Tom Sluby,SG,22,DAL,31,0,4.9,1,1.9,0.5,0,0.1,0,1,1.8,0.5,0.5,0.4,0.7,0.6,0.2,0.2,0.4,0.5,0.1,0,0.4,0.6,2.4,1985,0.537,0
Terence Stansbury,SG,23,IND,74,14,17.3,2.8,6.2,0.5,0.1,0.3,0.2,2.8,5.9,0.5,0.5,1.4,1.7,0.8,0.5,1,1.5,1.7,0.6,0.2,1.1,2.8,7.1,1985,0.268,0
John Stockton,PG,22,UTA,82,5,18.2,1.9,4.1,0.5,0,0.1,0.2,1.9,3.9,0.5,0.5,1.7,2.4,0.7,0.3,1,1.3,5.1,1.3,0.1,1.8,2.5,5.6,1985,0.5,0
Peter Thibeaux,SF,23,GSW,51,1,9,1.8,3.8,0.5,0,0,0,1.8,3.8,0.5,0.5,0.8,1.3,0.6,0.6,0.8,1.4,0.3,0.2,0.3,0.7,1.7,4.5,1985,0.268,0
Bernard Thompson,SF,22,POR,59,0,9.1,1.3,3.6,0.4,0,0.1,0,1.3,3.5,0.4,0.4,0.7,0.9,0.8,0.6,0.7,1.3,0.9,0.5,0.2,0.6,1.3,3.3,1985,0.512,0
Otis Thorpe,PF,22,KCK,82,23,23.4,5,8.4,0.6,0,0,0,5,8.3,0.6,0.6,2.8,4.5,0.6,2.3,4.5,6.8,1.4,0.4,0.5,2.3,3.1,12.8,1985,0.378,0
Jeff Turner,PF,22,NJN,72,36,19.8,2.4,5.2,0.5,0,0,0,2.4,5.2,0.5,0.5,1.1,1.3,0.9,1.2,1.8,3,1.5,0.4,0.1,1.2,3.4,5.8,1985,0.512,0
Melvin Turpin,C,24,CLE,79,45,24.7,4.6,9,0.5,0,0,,4.6,9,0.5,0.5,1.4,1.8,0.8,2,3.8,5.7,0.5,0.5,1.1,1.5,2.7,10.6,1985,0.439,0
Willie White,SG,22,DEN,39,0,6,1.3,3.2,0.4,0.1,0.3,0.4,1.2,2.9,0.4,0.4,0.5,0.8,0.7,0.4,0.5,0.9,0.7,0.1,0.1,0.8,0.6,3.3,1985,0.634,0
Eddie Lee,C,22,NYK,54,16,17,2.1,4.3,0.5,0,0,0,2.1,4.3,0.5,0.5,1.2,2.3,0.5,1.6,3.3,4.9,0.3,0.4,0.3,1.2,2.9,5.5,1985,0.293,0
Dale Wilkinson,SF,24,LAC,10,0,3.8,0.4,1.4,0.3,0,0.1,0,0.4,1.3,0.3,0.3,0.6,0.7,0.9,0.1,0.2,0.3,0.2,0,0,0.4,0.8,1.4,1985,0.378,0
Guy Williams,SF,24,WSB,21,0,5.7,1.4,3,0.5,0,0.2,0.2,1.3,2.8,0.5,0.5,0.1,0.2,0.4,0.7,0.6,1.3,0.4,0.2,0.1,0.4,0.8,2.9,1985,0.488,0
Kevin Willis,PF,22,ATL,82,19,21.8,3.9,8.4,0.5,0,0.1,0.2,3.9,8.3,0.5,0.5,1.5,2.2,0.7,2.2,4.2,6.4,0.4,0.4,0.6,1.3,2.8,9.3,1985,0.415,0
Othell Wilson,PG,23,GSW,74,23,17,1.8,3.9,0.5,0,0.2,0.2,1.8,3.7,0.5,0.5,0.7,1,0.7,0.5,1.3,1.8,2.9,1,0.2,1.3,1.6,4.4,1985,0.268,0
Leon Wood,PG,22,PHI,38,1,7.1,1.3,3.5,0.4,0.1,0.8,0.1,1.2,2.7,0.4,0.4,0.5,0.7,0.7,0.1,0.4,0.5,1.2,0.2,0,0.7,0.4,3.2,1985,0.707,0
Danny Young,PG,22,SEA,3,0,8.7,0.7,3.3,0.2,0,0.3,0,0.7,3,0.2,0.2,0,0,,0,1,1,0.7,1,0,0.7,0.7,1.3,1985,0.378,0
Michael Young,SF,24,PHO,2,0,5.5,1,3,0.3,0,0.5,0,1,2.5,0.4,0.3,0,0,,0.5,0.5,1,0,0,0,0,0,2,1985,0.439,0
Michael Adams,PG,23,SAC,18,0,7.7,0.9,2.4,0.4,0,0.2,0,0.9,2.3,0.4,0.4,0.4,0.7,0.7,0.1,0.2,0.3,1.2,0.5,0.1,0.6,0.5,2.2,1986,0.451,0
John Battle,SG,23,ATL,64,0,10,1.6,3.5,0.5,0,0.1,0,1.6,3.4,0.5,0.5,1.2,1.6,0.7,0.2,0.8,1,1.2,0.4,0,0.7,1.2,4.3,1986,0.61,0
Benoit Benjamin,C,21,LAC,79,37,26.4,4.1,8.4,0.5,0,0,0.3,4.1,8.3,0.5,0.5,2.9,3.9,0.7,2,5.6,7.6,1,0.8,2.6,1.8,3.6,11.1,1986,0.39,0.0128
Uwe Blab,C,23,DAL,48,0,8.5,0.9,2,0.5,0,0,,0.9,2,0.5,0.5,0.8,1.4,0.5,0.5,1.4,1.9,0.4,0.1,0.2,0.6,1.4,2.6,1986,0.537,0
Manute Bol,C,23,WSB,80,60,26.1,1.6,3.5,0.5,0,0,0,1.6,3.5,0.5,0.5,0.5,1.1,0.5,1.5,4.4,6,0.3,0.4,5,0.8,3.2,3.7,1986,0.476,0.0385
Mike Brittain,C,22,SAS,32,2,6.8,0.7,1.3,0.5,0,0,,0.7,1.3,0.5,0.5,0.3,0.6,0.5,0.3,1.2,1.5,0.2,0.1,0.4,0.6,1.7,1.7,1986,0.427,0
Terry Catledge,PF,22,PHI,64,7,17.1,3.2,6.7,0.5,0,0.1,0,3.2,6.7,0.5,0.5,1.4,2.2,0.6,1.7,2.6,4.2,0.3,0.5,0.1,1.1,2,7.7,1986,0.659,0
Lorenzo Charles,SF,22,ATL,36,0,7.6,1.4,2.4,0.6,0,0,,1.4,2.4,0.6,0.6,0.7,1,0.7,0.4,0.7,1.1,0.2,0.1,0.2,0.5,1,3.4,1986,0.61,0
Fred Cofield,PG,24,NYK,45,1,10.4,1.7,4.1,0.4,0.1,0.3,0.2,1.6,3.8,0.4,0.4,0.3,0.4,0.6,0.1,0.9,1,1.8,0.4,0.1,1.1,1.4,3.7,1986,0.28,0
David Cooke,PF,22,SAC,6,0,6.3,0.3,1.8,0.2,0,0,,0.3,1.8,0.2,0.2,0.8,1.7,0.5,0.8,0.8,1.7,0.2,0.7,0,0.3,0.8,1.5,1986,0.451,0
Tyrone Corbin,SF,23,SAS,16,0,10.9,1.7,4,0.4,0,0.1,0,1.7,3.9,0.4,0.4,0.6,0.9,0.7,0.7,0.9,1.6,0.7,0.7,0.1,0.8,1.3,4,1986,0.427,0
Ron Crevier,C,27,DET,2,0,1.5,0,1,0,0,0,,0,1,0,0,0,1,0,0.5,0,0.5,0,0,0,0,1,0,1986,0.561,0
Jeff Cross,PF,24,LAC,21,0,6.1,0.3,1.1,0.2,0,0,,0.3,1.1,0.2,0.2,0.7,1.2,0.6,0.4,1,1.4,0,0.1,0.1,0.3,1.8,1.2,1986,0.39,0
Joe Dumars,SG,22,DET,82,45,23.9,3.5,7.3,0.5,0.1,0.2,0.3,3.4,7.1,0.5,0.5,2.3,2.9,0.8,0.7,0.7,1.5,4.8,0.8,0.1,1.9,2.4,9.4,1986,0.561,0
Patrick Ewing,C,23,NYK,50,50,35.4,7.7,16.3,0.5,0,0.1,0,7.7,16.2,0.5,0.5,4.5,6.1,0.7,2.5,6.5,9,2,1.1,2.1,3.4,3.8,20,1986,0.28,0.4615
Georgi Glouchkov,PF,26,PHO,49,16,15.8,1.7,4.3,0.4,0,0,1,1.7,4.2,0.4,0.4,1.4,2.5,0.6,0.6,2.7,3.3,0.7,0.5,0.5,1.6,2.5,4.9,1986,0.39,0
A.C. Green,PF,22,LAL,82,1,18.8,2.5,4.7,0.5,0,0.1,0.2,2.5,4.7,0.5,0.5,1.2,2,0.6,2,2.7,4.6,0.7,0.6,0.6,1.2,2.8,6.4,1986,0.756,0
Ken Green,PF,26,NYK,7,0,10.3,1.9,3.9,0.5,0,0,,1.9,3.9,0.5,0.5,0.7,1.3,0.6,1.7,2.1,3.9,0.3,0.6,0,0.1,1.1,4.4,1986,0.28,0
Kenny Green,SF,21,PHI,21,0,11,1.9,4.3,0.4,0,0,,1.9,4.3,0.4,0.4,0.7,1.1,0.6,0.5,1.2,1.7,0.3,0,0.1,0.9,1.3,4.4,1986,0.659,0
Claude Gregory,PF,27,WSB,2,0,1,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,1,0,1,0,0.5,0,1,0.5,1,1986,0.476,0
Steve Harris,SG,22,HOU,57,0,8.5,1.8,4.1,0.4,0,0.1,0.2,1.8,4,0.4,0.4,0.9,0.9,0.9,0.4,0.6,1,0.9,0.4,0.1,0.6,1,4.5,1986,0.622,0
Jerome Henderson,C,26,LAL,1,0,3,2,3,0.7,0,0,,2,3,0.7,0.7,0,0,,0,1,1,0,0,0,0,1,4,1986,0.756,0
Carl Henry,SG,25,SAC,28,0,5.3,1.1,2.4,0.5,0.1,0.4,0.4,1,2,0.5,0.5,0.4,0.6,0.7,0.3,0.4,0.7,0.1,0.2,0,0.3,0.4,2.8,1986,0.451,0
Alfredrick Hughes,SG,23,SAS,68,0,12.7,2.2,5.5,0.4,0,0.2,0.2,2.2,5.2,0.4,0.4,0.7,1.2,0.6,0.7,0.9,1.7,0.9,0.4,0.1,0.9,1.2,5.2,1986,0.427,0
Ken Johnson,PF,23,POR,64,0,12.7,1.8,3.3,0.5,0,0,,1.8,3.3,0.5,0.5,0.6,1.3,0.4,1.4,2.4,3.8,0.3,0.2,0.3,0.9,2.3,4.1,1986,0.488,0
Yvon Joseph,C,28,NJN,1,0,5,0,0,,0,0,,0,0,,,2,2,1,0,0,0,0,0,0,0,1,2,1986,0.476,0
Harold Keeling,SG,22,DAL,20,0,3.8,0.8,2,0.4,0,0,,0.8,2,0.4,0.4,0.5,0.7,0.7,0.2,0.2,0.3,0.5,0.4,0,0.4,0.4,2.2,1986,0.537,0
Joe Kleine,C,24,SAC,80,18,14.8,2,4.3,0.5,0,0,,2,4.3,0.5,0.5,1.2,1.6,0.7,1.4,3.2,4.7,0.6,0.3,0.4,1.3,2.8,5.2,1986,0.451,0
Jon Koncak,C,22,ATL,82,15,20.7,3.2,6.3,0.5,0,0,0,3.2,6.3,0.5,0.5,1.9,3.1,0.6,2.1,3.6,5.7,0.7,0.5,0.8,1.4,3.6,8.3,1986,0.61,0
Keith Lee,PF,23,CLE,58,38,20.6,3.1,6.6,0.5,0,0.2,0.2,3,6.4,0.5,0.5,1.3,1.7,0.8,2,4.1,6.1,1.2,0.5,0.6,1.3,3.5,7.4,1986,0.354,0
Karl Malone,PF,22,UTA,81,76,30.6,6.2,12.5,0.5,0,0,0,6.2,12.5,0.5,0.5,2.4,5,0.5,2.1,6.7,8.9,2.9,1.3,0.5,3.4,3.6,14.9,1986,0.512,0.1859
Bill Martin,SF,23,IND,66,0,10.5,2.2,4.5,0.5,0,0.1,0,2.2,4.4,0.5,0.5,0.7,0.8,0.9,0.6,0.9,1.5,0.8,0.3,0.1,0.9,1.6,5,1986,0.317,0
Brian Martin,SF,23,POR,5,0,2.8,0.4,1,0.4,0,0,,0.4,1,0.4,0.4,0,0.4,0,0,0,0,0,0,0,0,1,0.8,1986,0.488,0
Dwayne McClain,SF,22,IND,45,4,10.2,1.5,4,0.4,0,0.2,0.1,1.5,3.8,0.4,0.4,0.4,0.8,0.5,0.3,0.4,0.7,1.5,0.8,0.1,0.9,1.4,3.5,1986,0.317,0
Xavier McDaniel,SF,22,SEA,82,80,33,7,14.3,0.5,0,0.1,0.2,7,14.2,0.5,0.5,3,4.4,0.7,3.7,4.2,8,2.4,1.2,0.5,3,3.7,17.1,1986,0.378,0.2115
Ben McDonald,SF,23,CLE,21,0,12.7,1.3,2.8,0.5,0,0,0,1.3,2.7,0.5,0.5,0.2,0.4,0.6,0.7,1.1,1.8,0.4,0.3,0,0.5,1.4,2.9,1986,0.354,0
Chris McNealy,PF,24,NYK,30,6,20.9,2.3,4.8,0.5,0,0,,2.3,4.8,0.5,0.5,1,1.6,0.7,2.1,4.7,6.8,1.4,1.3,0.4,1.2,2.9,5.7,1986,0.28,0
Dirk Minniefield,PG,25,CLE,76,2,14.9,2.2,4.6,0.5,0.1,0.5,0.3,2.1,4.1,0.5,0.5,1,1.2,0.8,0.6,1.2,1.7,3.5,0.9,0,1.4,2.2,5.5,1986,0.354,0
Perry Moss,PG,27,PHI,60,0,14.2,1.6,4,0.4,0.1,0.4,0.2,1.5,3.6,0.4,0.4,0.9,1.2,0.7,0.4,1.1,1.5,1.5,0.8,0.2,1,1.8,4.2,1986,0.659,0
Chris Mullin,SG,22,GSW,55,30,25.3,5.2,11.3,0.5,0.1,0.5,0.2,5.1,10.8,0.5,0.5,3.4,3.8,0.9,0.8,1.3,2.1,1.9,1.3,0.4,1.4,2.4,14,1986,0.366,0
Charles Oakley,PF,22,CHI,77,30,23,3.6,7,0.5,0,0,0,3.6,7,0.5,0.5,2.3,3.5,0.7,3.3,5.3,8.6,1.7,0.9,0.4,2.3,3.2,9.6,1986,0.366,0.0385
Michael Phelps,SG,24,SEA,70,18,12.6,1.7,4.1,0.4,0,0.2,0.1,1.7,3.9,0.4,0.4,0.6,1.1,0.6,0.4,0.9,1.3,1,0.6,0,0.9,1.2,4,1986,0.378,0
Ed Pinckney,SF,22,PHO,80,24,20,3.2,5.7,0.6,0,0,0,3.2,5.7,0.6,0.6,2.1,3.2,0.7,1.2,2.7,3.8,1.1,0.9,0.5,1.8,2.4,8.5,1986,0.39,0
Terry Porter,PG,22,POR,79,3,15.4,2.7,5.7,0.5,0.2,0.5,0.3,2.5,5.1,0.5,0.5,1.6,2,0.8,0.4,1,1.5,2.5,1,0,1.3,1.7,7.1,1986,0.488,0
Blair Rasmussen,C,23,DEN,48,1,6.9,1.3,3.1,0.4,0,0,,1.3,3.1,0.4,0.4,0.6,0.8,0.8,0.8,1.2,2,0.3,0.1,0.2,0.8,1.3,3.2,1986,0.573,0
Jerry Reynolds,SF,23,MIL,55,8,9.2,1.3,2.9,0.4,0,0,0.5,1.3,2.9,0.4,0.4,1.1,1.9,0.6,0.7,0.8,1.5,1.6,0.8,0.3,0.9,1,3.7,1986,0.695,0
Derrick Rowland,SG,26,MIL,2,0,4.5,0.5,1.5,0.3,0,0,,0.5,1.5,0.3,0.3,0.5,1,0.5,0,0.5,0.5,0.5,0,0,0,0.5,1.5,1986,0.695,0
Detlef Schrempf,SF,23,DAL,64,12,15.1,2.2,4.9,0.5,0,0.1,0.4,2.2,4.8,0.5,0.5,1.7,2.4,0.7,1.1,2,3.1,1.4,0.4,0.2,1.3,2.6,6.2,1986,0.537,0
Carey Scurry,SF,23,UTA,78,0,15,1.8,3.9,0.5,0,0.1,0.1,1.8,3.7,0.5,0.5,1,1.6,0.6,1.2,1.9,3.1,1.1,1,0.8,1.2,2.2,4.7,1986,0.512,0
Mike Smrek,C,23,CHI,38,5,10.7,1.2,3.2,0.4,0,0.1,0,1.2,3.2,0.4,0.4,0.4,0.8,0.6,1.2,1.7,2.9,0.5,0.2,0.6,0.8,2.5,2.8,1986,0.366,0
Alex Stivrins,SF,23,SEA,3,0,4.7,0.3,1.3,0.2,0,0,,0.3,1.3,0.2,0.2,0.3,1.3,0.2,1,0,1,0.3,0,0,1,0.7,1,1986,0.378,0
Greg Stokes,PF,22,PHI,31,13,11.3,1.8,3.8,0.5,0,0,0,1.8,3.8,0.5,0.5,0.5,0.7,0.7,0.9,1,1.8,0.5,0.5,0.4,0.6,1.8,4.1,1986,0.659,0
Bob Thornton,PF,23,NYK,71,23,18.6,1.8,3.9,0.5,0,0,,1.8,3.9,0.5,0.5,1.2,2.3,0.5,1.6,2.5,4.1,0.6,0.4,0.1,1.2,2.9,4.7,1986,0.28,0
Wayman Tisdale,PF,21,IND,81,60,28.1,6.4,12.4,0.5,0,0,0,6.4,12.3,0.5,0.5,2,2.9,0.7,2.4,4.9,7.2,1,0.4,0.5,2.3,3.6,14.7,1986,0.317,0
Sedric Toney,PG,23,PHO,10,0,20.6,2.6,5.9,0.4,0.3,1,0.3,2.3,4.9,0.5,0.5,2,3,0.7,0.3,2,2.3,2.6,0.5,0,1.9,1.8,7.5,1986,0.39,0
Nick Vanos,C,22,PHO,11,0,18.4,2.1,6.5,0.3,0,0,,2.1,6.5,0.3,0.3,0.7,2.1,0.3,1.9,3.5,5.5,1.5,0.2,0.5,1.8,3.1,4.9,1986,0.39,0
Sam Vincent,SG,22,BOS,57,0,7.6,1,2.8,0.4,0,0.1,0.2,1,2.8,0.4,0.4,1.1,1.2,0.9,0.2,0.6,0.8,1.2,0.3,0.1,0.9,1,3.2,1986,0.817,0
Spud Webb,PG,22,ATL,79,8,15.6,2.5,5.2,0.5,0,0.1,0.2,2.5,5.1,0.5,0.5,2.7,3.5,0.8,0.3,1.2,1.6,4.3,1,0.1,2,2.1,7.8,1986,0.61,0.0513
Bill Wennington,C,22,DAL,56,3,10,1.3,2.7,0.5,0,0.1,0,1.3,2.7,0.5,0.5,0.8,1.1,0.7,0.6,1.8,2.4,0.4,0.2,0.4,0.4,1.5,3.4,1986,0.537,0
Gerald Wilkins,SG,22,NYK,81,53,25,5.4,11.5,0.5,0.1,0.3,0.3,5.3,11.2,0.5,0.5,1.6,2.9,0.6,1.1,1.4,2.6,2,0.8,0.1,1.9,1.9,12.5,1986,0.28,0
Pete Williams,PF,20,DEN,53,11,10.8,1.3,2.1,0.6,0,0,,1.3,2.1,0.6,0.6,0.3,0.8,0.4,0.9,1.9,2.8,0.3,0.4,0.4,0.4,1.3,2.8,1986,0.573,0
Voise Winters,SF,23,PHI,4,0,4.2,0.8,3.2,0.2,0,0.2,0,0.8,3,0.2,0.2,0,0,,0.2,0.5,0.8,0,0.2,0,0.5,0.2,1.5,1986,0.659,0
Rafael Addison,SF,22,PHO,62,12,11.5,2.4,5.3,0.4,0.3,0.8,0.3,2.1,4.5,0.5,0.5,0.8,1,0.8,0.7,1,1.7,0.7,0.4,0.1,0.9,1.2,5.8,1987,0.439,0
Mark Alarie,PF,23,DEN,64,25,17.3,3.4,6.9,0.5,0,0.1,0.2,3.4,6.8,0.5,0.5,1,1.6,0.7,1.1,2.2,3.3,1.2,0.3,0.4,0.9,2.2,7.9,1987,0.451,0
