Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,name_id,Year
Antonio McDyess,24,DEN,1,1,118,0.008,50,38.7,21.2,10.7,1.6,1.5,2.3,0.471,0.111,0.68,4.2,0.105,mcdyean01,1999
Greg Ostertag,25,UTA,1,1,118,0.008,48,27.9,5.7,7.3,0.5,0.3,2.7,0.476,,0.62,3.8,0.136,ostergr01,1999
Clifford Robinson,32,PHO,1,1,118,0.008,50,34.8,16.4,4.5,2.6,1.5,1.2,0.475,0.417,0.697,5.3,0.146,robincl02,1999
Bryon Russell,28,UTA,1,1,118,0.008,50,35.4,12.4,5.3,1.5,1.5,0.3,0.464,0.354,0.795,5.6,0.151,russebr01,1999
Latrell Sprewell,28,NYK,1,1,118,0.008,37,33.3,16.4,4.2,2.5,1.2,0.1,0.415,0.273,0.812,3,0.117,sprewla01,1999
Haywoode Workman,33,MIL,1,1,118,0.008,29,28.1,6.9,3.5,5.9,1.1,0,0.429,0.362,0.787,1.6,0.091,workmha01,1999
Jalen Rose,27,IND,32,32,121,0.264,80,37.2,18.2,4.8,4,1.1,0.6,0.471,0.393,0.827,7.3,0.118,roseja01,2000
Dirk Nowitzki,21,DAL,25,25,121,0.207,82,35.8,17.5,6.5,2.5,0.8,0.8,0.461,0.379,0.83,8.1,0.132,nowitdi01,2000
Jerry Stackhouse,25,DET,19,19,121,0.157,82,38.4,23.6,3.8,4.5,1.3,0.4,0.428,0.288,0.815,7.3,0.111,stackje01,2000
Austin Croshere,24,IND,17,17,121,0.14,81,23.3,10.3,6.4,1.1,0.5,0.7,0.441,0.362,0.848,5.4,0.138,croshau01,2000
Tracy McGrady,20,TOR,7,7,121,0.058,79,31.2,15.4,6.3,3.3,1.1,1.9,0.451,0.277,0.707,6.6,0.129,mcgratr01,2000
John Amaechi,29,ORL,4,4,121,0.033,80,21.1,10.5,3.3,1.2,0.4,0.5,0.437,0.167,0.766,2.4,0.067,amaecjo01,2000
Ruben Patterson,24,SEA,4,4,121,0.033,81,25.9,11.6,5.4,1.6,1.2,0.5,0.536,0.444,0.692,6.7,0.153,patteru01,2000
Michael Dickerson,24,VAN,3,3,121,0.025,82,37.8,18.2,3.4,2.5,1.4,0.5,0.436,0.409,0.83,5.5,0.085,dickemi01,2000
Rodney Rogers,28,PHO,3,3,121,0.025,82,27.9,13.8,5.5,2.1,1.1,0.6,0.486,0.439,0.639,7.4,0.154,rogerro01,2000
Shaquille O'Neal,27,LAL,2,2,121,0.017,79,40,29.7,13.6,3.8,0.5,3,0.574,0,0.524,18.6,0.283,onealsh01,2000
Kobe Bryant,21,LAL,1,1,121,0.008,66,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,0.202,bryanko01,2000
Derrick Coleman,32,CHH,1,1,121,0.008,74,31.7,16.7,8.5,2.4,0.5,1.8,0.456,0.362,0.785,6.5,0.133,colemde01,2000
Sean Elliott,31,SAS,1,1,121,0.008,19,20.6,6,2.5,1.5,0.6,0.1,0.358,0.351,0.781,0.5,0.067,elliose01,2000
Rashard Lewis,20,SEA,1,1,121,0.008,82,19.2,8.2,4.1,0.9,0.8,0.4,0.486,0.333,0.683,4.1,0.125,lewisra02,2000
Bob Sura,26,CLE,1,1,121,0.008,73,30.4,13.8,3.9,3.9,1.2,0.3,0.437,0.367,0.697,4.9,0.107,surabo01,2000
Tracy McGrady,21,ORL,74,74,124,0.597,77,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,mcgratr01,2001
Peja Stojakovi?,23,SAC,14,14,124,0.113,75,38.7,20.4,5.8,2.2,1.2,0.2,0.47,0.4,0.856,10.1,0.168,stojape01,2001
Steve Nash,26,DAL,12,12,124,0.097,70,34.1,15.6,3.2,7.3,1,0.1,0.487,0.406,0.895,8.4,0.169,nashst01,2001
Shawn Marion,22,PHO,6,6,124,0.048,79,36.2,17.3,10.7,2,1.7,1.4,0.48,0.256,0.81,11.7,0.196,mariosh01,2001
Baron Davis,21,CHH,4,4,124,0.032,82,38.9,13.8,5,7.3,2.1,0.4,0.427,0.31,0.677,8.9,0.134,davisba01,2001
Dirk Nowitzki,22,DAL,4,4,124,0.032,82,38.1,21.8,9.2,2.1,1,1.2,0.474,0.387,0.838,14.6,0.224,nowitdi01,2001
Travis Best,28,IND,2,2,124,0.016,77,31.9,11.9,2.9,6.1,1.4,0.1,0.44,0.381,0.827,7.2,0.14,besttr01,2001
Jason Terry,23,ATL,2,2,124,0.016,82,37.7,19.7,3.3,4.9,1.3,0.1,0.436,0.395,0.846,6.5,0.1,terryja01,2001
Richard Hamilton,22,WAS,1,1,124,0.008,78,32.3,18.1,3.1,2.9,1,0.1,0.438,0.274,0.868,2.4,0.046,hamilri01,2001
Donyell Marshall,27,UTA,1,1,124,0.008,81,28.7,13.6,7,1.6,1,1,0.503,0.32,0.751,8.5,0.174,marshdo01,2001
Jeff McInnis,26,LAC,1,1,124,0.008,81,35,12.9,2.7,5.5,0.9,0.1,0.463,0.361,0.807,6.9,0.117,mcinnje01,2001
Ben Wallace,26,DET,1,1,124,0.008,80,34.5,6.4,13.2,1.5,1.3,2.3,0.49,0.25,0.336,7,0.121,wallabe01,2001
Bonzi Wells,24,POR,1,1,124,0.008,75,26.6,12.7,4.9,2.8,1.3,0.3,0.533,0.34,0.663,5.9,0.143,wellsbo01,2001
Alvin Williams,26,TOR,1,1,124,0.008,82,29.2,9.8,2.6,5,1.5,0.3,0.43,0.306,0.752,5.4,0.109,willial02,2001
Jermaine O'Neal,23,IND,52,52,126,0.413,72,37.6,19,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,0.113,onealje01,2002
Ben Wallace,27,DET,16,16,126,0.127,80,36.5,7.6,13,1.4,1.7,3.5,0.531,0,0.423,11.6,0.19,wallabe01,2002
Steve Nash,27,DAL,9,9,126,0.071,82,34.6,17.9,3.1,7.7,0.6,0,0.483,0.455,0.887,9.9,0.167,nashst01,2002
Jerry Stackhouse,27,DET,7,7,126,0.056,76,35.3,21.4,4.1,5.3,1,0.5,0.397,0.287,0.858,5.8,0.104,stackje01,2002
Brent Barry,30,SEA,6,6,126,0.048,81,37.5,14.4,5.4,5.3,1.8,0.5,0.508,0.424,0.846,12.1,0.191,barrybr01,2002
Wally Szczerbiak,24,MIN,5,5,126,0.04,82,38,18.7,4.8,3.1,0.8,0.3,0.508,0.455,0.831,8.7,0.134,szczewa02,2002
Troy Hudson,25,ORL,4,4,126,0.032,81,22.9,11.7,1.8,3.1,0.7,0.1,0.434,0.353,0.876,2.5,0.064,hudsotr01,2002
Michael Olowokandi,26,LAC,4,4,126,0.032,80,32.1,11.1,8.9,1.1,0.7,1.8,0.433,,0.622,1.6,0.029,olowomi01,2002
Kenyon Martin,24,NJN,3,3,126,0.024,73,34.3,14.9,5.3,2.6,1.2,1.7,0.463,0.224,0.678,4.9,0.093,martike01,2002
Andre Miller,25,CLE,3,3,126,0.024,81,37.3,16.5,4.7,10.9,1.6,0.4,0.454,0.253,0.817,10.3,0.163,millean02,2002
Michael Redd,22,MIL,3,3,126,0.024,67,21.1,11.4,3.3,1.4,0.6,0.1,0.483,0.444,0.791,4.6,0.155,reddmi01,2002
Desmond Mason,24,SEA,2,2,126,0.016,75,32.3,12.4,4.7,1.4,0.9,0.4,0.464,0.271,0.848,4.7,0.093,masonde01,2002
Gary Payton,33,SEA,2,2,126,0.016,82,40.3,22.1,4.8,9,1.6,0.3,0.467,0.314,0.797,12.6,0.183,paytoga01,2002
Kenny Thomas,24,HOU,2,2,126,0.016,72,34.5,14.1,7.2,1.9,1.2,0.9,0.478,0,0.664,4.4,0.085,thomake01,2002
Hedo Türko?lu,22,SAC,2,2,126,0.016,80,24.6,10.1,4.5,2,0.7,0.4,0.422,0.368,0.726,5.2,0.127,turkohe01,2002
Ricky Davis,22,CLE,1,1,126,0.008,82,23.8,11.7,3,2.2,0.8,0.3,0.481,0.314,0.79,2.8,0.068,davisri01,2002
Bobby Jackson,28,SAC,1,1,126,0.008,81,21.6,11.1,3.1,2,0.9,0.1,0.443,0.361,0.81,5.4,0.148,jacksbo01,2002
Todd MacCulloch,26,NJN,1,1,126,0.008,62,24.2,9.7,6.1,1.3,0.4,1.4,0.531,,0.671,5.6,0.179,maccuto01,2002
Lee Nailon,26,CHH,1,1,126,0.008,79,24.2,10.8,3.7,1.2,0.7,0.2,0.483,0.5,0.747,3.5,0.087,nailole01,2002
Wesley Person,30,CLE,1,1,126,0.008,78,35.8,15.1,3.8,2.2,1,0.5,0.495,0.444,0.798,6.9,0.119,persowe01,2002
Jason Terry,24,ATL,1,1,126,0.008,78,38,19.3,3.5,5.7,1.8,0.2,0.43,0.387,0.835,8.6,0.139,terryja01,2002
Gilbert Arenas,21,GSW,41,288,590,0.488,82,35,18.3,4.7,6.3,1.5,0.2,0.431,0.348,0.791,6.5,0.109,arenagi01,2003
Matt Harpring,26,UTA,29,234,590,0.397,78,32.8,17.6,6.6,1.7,0.9,0.2,0.511,0.413,0.792,8.8,0.166,harprma01,2003
Troy Murphy,22,GSW,18,144,590,0.244,79,31.8,11.7,10.2,1.3,0.8,0.4,0.451,0.214,0.841,6.4,0.122,murphtr01,2003
Tony Parker,20,SAS,14,143,590,0.242,82,33.8,15.5,2.6,5.3,0.9,0,0.464,0.337,0.755,7.7,0.134,parketo01,2003
Ricky Davis,23,CLE,2,43,590,0.073,79,39.6,20.6,4.9,5.5,1.6,0.5,0.41,0.363,0.748,3,0.046,davisri01,2003
Chauncey Billups,26,DET,3,42,590,0.071,74,31.4,16.2,3.7,3.9,0.9,0.2,0.421,0.392,0.878,9.9,0.204,billuch01,2003
Jason Williams,27,MEM,3,40,590,0.068,76,31.7,12.1,2.8,8.3,1.2,0.1,0.388,0.354,0.84,4.7,0.094,willija02,2003
Richard Jefferson,22,NJN,2,23,590,0.039,80,36,15.5,6.4,2.5,1,0.6,0.501,0.25,0.743,9.9,0.164,jefferi01,2003
Troy Hudson,26,MIN,1,14,590,0.024,79,32.9,14.2,2.3,5.7,0.8,0.1,0.428,0.365,0.9,5.1,0.094,hudsotr01,2003
Corey Maggette,23,LAC,0,12,590,0.02,64,31.3,16.8,5,1.9,0.9,0.3,0.444,0.35,0.802,5,0.119,maggeco01,2003
Bobby Jackson,29,SAC,0,11,590,0.019,59,28.4,15.2,3.7,3.1,1.2,0.1,0.464,0.379,0.846,5.5,0.157,jacksbo01,2003
Michael Redd,23,MIL,1,9,590,0.015,82,28.2,15.1,4.5,1.4,1.2,0.2,0.469,0.438,0.805,8,0.167,reddmi01,2003
Metta World Peace,23,IND,1,7,590,0.012,69,33.6,15.5,5.2,2.9,2.3,0.7,0.428,0.336,0.736,7.2,0.15,artesro01,2003
Andrei Kirilenko,21,UTA,1,5,590,0.008,80,27.7,12,5.3,1.7,1.5,2.2,0.491,0.325,0.8,9.2,0.199,kirilan01,2003
Dirk Nowitzki,24,DAL,1,5,590,0.008,80,39,25.1,9.9,3,1.4,1,0.463,0.379,0.881,16.1,0.249,nowitdi01,2003
Jermaine O'Neal,24,IND,1,5,590,0.008,77,37.2,20.8,10.3,2,0.9,2.3,0.484,0.333,0.731,10.5,0.177,onealje01,2003
Stephon Marbury,25,PHO,0,5,590,0.008,81,40,22.3,3.2,8.1,1.3,0.2,0.439,0.301,0.803,9.6,0.142,marbust01,2003
Stephen Jackson,24,SAS,0,4,590,0.007,80,28.2,11.8,3.6,2.3,1.6,0.4,0.435,0.32,0.76,4.8,0.102,jacksst02,2003
Tracy McGrady,23,ORL,0,4,590,0.007,75,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262,mcgratr01,2003
Brad Miller,26,IND,0,4,590,0.007,73,31.1,13.1,8.3,2.6,0.9,0.6,0.493,0.313,0.818,9.6,0.202,millebr01,2003
Brent Barry,31,SEA,0,3,590,0.005,75,33.1,10.3,4,5.1,1.5,0.2,0.458,0.403,0.795,7.3,0.141,barrybr01,2003
Kevin Garnett,26,MIN,0,3,590,0.005,82,40.5,23,13.4,6,1.4,1.6,0.502,0.282,0.751,15.6,0.225,garneke01,2003
Zydrunas Ilgauskas,27,CLE,0,3,590,0.005,81,30,17.2,7.5,1.6,0.7,1.9,0.441,0,0.781,5,0.099,ilgauzy01,2003
Eric Snow,29,PHI,0,3,590,0.005,82,37.9,12.9,3.7,6.6,1.6,0.1,0.452,0.219,0.858,8.4,0.13,snower01,2003
Earl Boykins,26,GSW,0,2,590,0.003,68,19.4,8.8,1.3,3.3,0.6,0.1,0.429,0.377,0.865,3.5,0.127,boykiea01,2003
Dion Glover,24,ATL,0,1,590,0.002,76,24.9,9.7,3.7,1.9,0.9,0.2,0.427,0.354,0.784,2.6,0.065,glovedi01,2003
Anfernee Hardaway,31,PHO,0,1,590,0.002,58,30.6,10.6,4.4,4.1,1.1,0.4,0.447,0.356,0.794,2.3,0.062,hardaan01,2003
Antawn Jamison,26,GSW,0,1,590,0.002,82,39.3,22.2,7,1.9,0.9,0.5,0.47,0.311,0.789,8.5,0.126,jamisan01,2003
Steve Nash,28,DAL,0,1,590,0.002,82,33.1,17.7,2.9,7.3,1,0.1,0.465,0.413,0.909,11.6,0.206,nashst01,2003
Rasho Nesterovi?,26,MIN,0,1,590,0.002,77,30.4,11.2,6.5,1.5,0.5,1.5,0.525,0,0.642,5.2,0.107,nestera01,2003
Stromile Swift,23,MEM,0,1,590,0.002,67,22.1,9.7,5.7,0.7,0.8,1.6,0.481,0,0.722,3.3,0.108,swiftst01,2003
Zach Randolph,22,POR,59,379,605,0.626,81,37.9,20.1,10.5,2,0.8,0.5,0.485,0.2,0.761,7.1,0.111,randoza01,2004
Carlos Boozer,22,CLE,12,166,605,0.274,75,34.6,15.5,11.4,2,1,0.7,0.523,0.167,0.768,9.4,0.174,boozeca01,2004
James Posey,27,MEM,17,137,605,0.226,82,29.9,13.7,4.9,1.5,1.7,0.5,0.478,0.386,0.83,10,0.195,poseyja01,2004
Andrei Kirilenko,22,UTA,11,101,605,0.167,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192,kirilan01,2004
Michael Redd,24,MIL,9,95,605,0.157,82,36.8,21.7,5,2.3,1,0.1,0.44,0.35,0.868,9.7,0.154,reddmi01,2004
Lamar Odom,24,MIA,1,31,605,0.051,80,37.5,17.1,9.7,4.1,1.1,0.9,0.43,0.298,0.742,8.4,0.134,odomla01,2004
Jamaal Magloire,25,NOH,3,26,605,0.043,82,33.9,13.6,10.3,1,0.5,1.2,0.473,0,0.751,7.6,0.131,magloja01,2004
Samuel Dalembert,22,PHI,3,25,605,0.041,82,26.8,8,7.6,0.3,0.5,2.3,0.541,0,0.644,6.9,0.151,dalemsa01,2004
Joe Johnson,22,PHO,1,20,605,0.033,82,40.6,16.7,4.7,4.4,1.1,0.3,0.43,0.305,0.75,3.3,0.047,johnsjo02,2004
Brian Cardinal,26,GSW,1,18,605,0.03,76,21.5,9.6,4.2,1.4,0.9,0.3,0.472,0.444,0.878,7.2,0.212,cardibr01,2004
Rafer Alston,27,MIA,2,16,605,0.026,82,31.5,10.2,2.8,4.5,1.4,0.2,0.376,0.371,0.769,5.9,0.11,alstora01,2004
Mark Blount,28,BOS,0,10,605,0.017,82,29.3,10.3,7.2,0.9,1,1.3,0.566,,0.719,6.5,0.131,blounma01,2004
Quentin Richardson,23,LAC,1,8,605,0.013,65,36,17.2,6.4,2.1,1,0.3,0.398,0.352,0.74,2.4,0.05,richaqu01,2004
Carlos Arroyo,24,UTA,0,8,605,0.013,71,28.3,12.6,2.6,5,0.9,0.1,0.441,0.325,0.804,4.7,0.112,arroyca01,2004
Metta World Peace,24,IND,1,7,605,0.012,73,37.2,18.3,5.3,3.7,2.1,0.7,0.421,0.31,0.733,8,0.141,artesro01,2004
Yao Ming,23,HOU,0,7,605,0.012,82,32.8,17.5,9,1.5,0.3,1.9,0.522,0,0.809,11.4,0.202,mingya01,2004
Ronald Murray,24,SEA,0,7,605,0.012,82,24.6,12.4,2.5,2.5,1,0.3,0.425,0.293,0.715,1.7,0.04,murraro01,2004
Erick Dampier,28,GSW,0,5,605,0.008,74,32.5,12.3,12,0.8,0.4,1.9,0.535,0,0.654,8.9,0.178,dampier01,2004
Richard Jefferson,23,NJN,0,4,605,0.007,82,38.2,18.5,5.7,3.8,1.1,0.3,0.498,0.364,0.763,11,0.168,jefferi01,2004
Mike Dunleavy,23,GSW,0,3,605,0.005,75,31.1,11.7,5.9,2.9,0.9,0.2,0.449,0.37,0.741,5.2,0.107,dunlemi02,2004
Manu Ginóbili,26,SAS,0,3,605,0.005,77,29.4,12.8,4.5,3.8,1.8,0.2,0.418,0.359,0.802,9.1,0.194,ginobma01,2004
Corey Maggette,24,LAC,0,3,605,0.005,73,36,20.7,5.9,3.1,0.9,0.2,0.447,0.329,0.848,8.6,0.157,maggeco01,2004
Tayshaun Prince,23,DET,0,2,605,0.003,82,32.9,10.3,4.8,2.3,0.8,0.8,0.467,0.363,0.766,7.5,0.134,princta01,2004
Raja Bell,27,UTA,0,1,605,0.002,82,24.6,11.2,2.9,1.3,0.8,0.2,0.409,0.373,0.786,3.7,0.088,bellra01,2004
Marcus Camby,29,DEN,0,1,605,0.002,72,30,8.6,10.1,1.8,1.2,2.6,0.477,0,0.721,6.9,0.154,cambyma01,2004
Pau Gasol,23,MEM,0,1,605,0.002,78,31.5,17.7,7.7,2.5,0.6,1.7,0.482,0.267,0.714,8.1,0.159,gasolpa01,2004
Nenê,21,DEN,0,1,605,0.002,77,32.5,11.8,6.5,2.2,1.5,0.5,0.53,0,0.682,6.1,0.117,hilarne01,2004
Stephen Jackson,25,ATL,0,1,605,0.002,80,36.8,18.1,4.6,3.1,1.8,0.3,0.425,0.34,0.785,4.4,0.072,jacksst02,2004
Desmond Mason,26,MIL,0,1,605,0.002,82,30.9,14.4,4.4,1.9,0.7,0.3,0.472,0.231,0.769,5.7,0.107,masonde01,2004
Kenny Thomas,26,PHI,0,1,605,0.002,74,36.5,13.6,10.1,1.5,1.1,0.4,0.469,0.2,0.752,6.6,0.118,thomake01,2004
Jason Williams,28,MEM,0,1,605,0.002,72,29.4,10.9,2,6.8,1.3,0.1,0.407,0.33,0.837,5.4,0.122,willija02,2004
Bobby Simmons,24,LAC,59,384,615,0.624,75,37.3,16.4,5.9,2.7,1.4,0.2,0.466,0.435,0.846,6.8,0.117,simmobo01,2005
Dwyane Wade,23,MIA,15,129,615,0.21,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11,0.177,wadedw01,2005
Tayshaun Prince,24,DET,14,107,615,0.174,82,37.1,14.7,5.3,3,0.7,0.9,0.487,0.341,0.807,9.4,0.149,princta01,2005
Primož Brezec,25,CHA,5,75,615,0.122,72,31.6,13,7.4,1.2,0.5,0.8,0.512,,0.745,4.9,0.104,brezepr01,2005
Dan Dickau,26,TOT,5,68,615,0.111,71,29.4,12.5,2.5,4.9,1.1,0.1,0.405,0.347,0.833,3.5,0.079,dickada01,2005
LeBron James,20,CLE,4,57,615,0.093,80,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203,jamesle01,2005
Amar'e Stoudemire,22,PHO,5,46,615,0.075,80,36.1,26,8.9,1.6,1,1.6,0.559,0.188,0.733,14.6,0.243,stoudam01,2005
Larry Hughes,26,WAS,1,28,615,0.046,61,38.7,22,6.3,4.7,2.9,0.3,0.43,0.282,0.777,7.7,0.157,hughela01,2005
Joel Przybilla,25,POR,1,28,615,0.046,76,24.4,6.4,7.7,1,0.3,2.1,0.598,,0.517,4.7,0.121,przybjo01,2005
Chris Bosh,20,TOR,1,21,615,0.034,81,37.2,16.8,8.9,1.9,0.9,1.4,0.471,0.3,0.76,6.8,0.108,boshch01,2005
Grant Hill,32,ORL,2,17,615,0.028,67,34.9,19.7,4.7,3.3,1.4,0.4,0.509,0.231,0.821,6.6,0.136,hillgr01,2005
Udonis Haslem,24,MIA,1,16,615,0.026,80,33.4,10.9,9.1,1.4,0.8,0.5,0.54,0,0.791,9.2,0.165,hasleud01,2005
Damon Jones,28,MIA,2,14,615,0.023,82,31.4,11.6,2.8,4.3,0.5,0.1,0.456,0.432,0.791,8.7,0.162,jonesda01,2005
Luke Ridnour,23,SEA,1,14,615,0.023,82,31.4,10,2.5,5.9,1.1,0.3,0.405,0.376,0.883,5.4,0.1,ridnolu01,2005
Gilbert Arenas,23,WAS,1,13,615,0.021,80,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169,arenagi01,2005
Kirk Hinrich,24,CHI,1,12,615,0.02,77,36.4,15.7,3.9,6.4,1.6,0.3,0.397,0.355,0.792,7.2,0.124,hinriki01,2005
Kyle Korver,23,PHI,0,9,615,0.015,82,32.5,11.5,4.6,2.2,1.3,0.4,0.418,0.405,0.854,6.6,0.119,korveky01,2005
Tyson Chandler,22,CHI,0,8,615,0.013,80,27.4,8,9.7,0.8,0.9,1.8,0.494,0,0.673,8.3,0.183,chandty01,2005
Josh Howard,24,DAL,1,7,615,0.011,76,32.2,12.6,6.4,1.4,1.5,0.6,0.475,0.296,0.733,6.4,0.126,howarjo01,2005
Vince Carter,28,TOT,1,6,615,0.01,77,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159,cartevi01,2005
Joe Johnson,23,PHO,0,6,615,0.01,82,39.5,17.1,5.1,3.5,1,0.3,0.461,0.478,0.75,7.6,0.112,johnsjo02,2005
Shawn Marion,26,PHO,1,5,615,0.008,81,38.8,19.4,11.3,1.9,2,1.5,0.476,0.334,0.833,12.5,0.191,mariosh01,2005
Dirk Nowitzki,26,DAL,1,5,615,0.008,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248,nowitdi01,2005
Shaquille O'Neal,32,MIA,1,5,615,0.008,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,,0.461,11,0.211,onealsh01,2005
Eddy Curry,22,CHI,0,5,615,0.008,63,28.7,16.1,5.4,0.6,0.3,0.9,0.538,,0.72,4.3,0.115,curryed01,2005
Reggie Evans,24,SEA,0,3,615,0.005,79,23.8,4.9,9.3,0.7,0.7,0.2,0.476,0,0.534,3.8,0.096,evansre01,2005
Fred Jones,25,IND,0,3,615,0.005,77,29.5,10.6,3.1,2.5,0.8,0.4,0.425,0.38,0.85,4.8,0.102,jonesfr01,2005
Brevin Knight,29,CHA,0,3,615,0.005,66,29.5,10.1,2.6,9,2,0.1,0.422,0.15,0.852,4.5,0.11,knighbr01,2005
Jason Richardson,24,GSW,0,3,615,0.005,72,37.8,21.7,5.9,3.9,1.5,0.4,0.446,0.338,0.693,5.7,0.1,richaja01,2005
Gerald Wallace,22,CHA,0,3,615,0.005,70,30.7,11.1,5.5,2,1.7,1.3,0.449,0.274,0.661,2.4,0.055,wallage01,2005
Drew Gooden,23,CLE,0,2,615,0.003,82,30.8,14.4,9.2,1.6,0.9,0.9,0.492,0.179,0.81,8.5,0.163,goodedr01,2005
Ricky Davis,25,BOS,0,1,615,0.002,82,32.9,16,3,3,1.1,0.3,0.462,0.339,0.815,4.2,0.074,davisri01,2005
Anthony Johnson,30,IND,0,1,615,0.002,63,27.7,8.4,2.8,4.8,0.9,0.2,0.445,0.38,0.752,4,0.11,johnsan02,2005
Rashard Lewis,25,SEA,0,1,615,0.002,71,38,20.5,5.5,1.3,1.1,0.9,0.462,0.4,0.777,8.4,0.15,lewisra02,2005
Tony Parker,22,SAS,0,1,615,0.002,80,34.2,16.6,3.7,6.1,1.2,0.1,0.482,0.276,0.65,8.1,0.141,parketo01,2005
Mickaël Piétrus,22,GSW,0,1,615,0.002,67,20,9.5,2.8,1.2,0.7,0.3,0.427,0.344,0.698,2.1,0.075,pietrmi01,2005
Boris Diaw,23,PHO,80,489,630,0.776,81,35.5,13.3,6.9,6.2,0.7,1,0.526,0.267,0.731,8.9,0.149,diawbo01,2006
David West,25,NOK,22,283,630,0.449,74,34.1,17.1,7.4,1.2,0.8,0.9,0.512,0.273,0.843,7.4,0.141,westda01,2006
Nenad Krsti?,22,NJN,4,65,630,0.103,80,30.9,13.5,6.4,1.1,0.4,0.8,0.507,0.25,0.698,5.4,0.105,krstine01,2006
Gerald Wallace,23,CHA,3,46,630,0.073,55,34.5,15.2,7.5,1.7,2.5,2.1,0.538,0.28,0.614,6.4,0.163,wallage01,2006
Chris Bosh,21,TOR,3,43,630,0.068,70,39.3,22.5,9.2,2.6,0.7,1.1,0.505,0,0.816,9.8,0.17,boshch01,2006
Andrés Nocioni,26,CHI,4,29,630,0.046,82,27.3,13,6.1,1.4,0.5,0.6,0.461,0.391,0.843,6.7,0.144,nocioan01,2006
Tony Parker,23,SAS,3,29,630,0.046,80,33.9,18.9,3.3,5.8,1,0.1,0.548,0.306,0.707,9.6,0.169,parketo01,2006
Mike James,30,TOR,1,21,630,0.033,79,37,20.3,3.3,5.8,0.9,0,0.469,0.442,0.837,7.6,0.125,jamesmi01,2006
Carmelo Anthony,21,DEN,2,19,630,0.03,80,36.8,26.5,4.9,2.7,1.1,0.5,0.481,0.243,0.808,9.4,0.153,anthoca01,2006
Jameer Nelson,23,ORL,1,18,630,0.029,62,28.8,14.6,2.9,4.9,1.1,0.1,0.483,0.424,0.779,4.9,0.132,nelsoja01,2006
Yao Ming,25,HOU,2,14,630,0.022,57,34.2,22.3,10.2,1.5,0.5,1.6,0.519,0,0.853,8.6,0.211,mingya01,2006
Chris Kaman,23,LAC,0,14,630,0.022,78,32.8,11.9,9.6,1,0.6,1.4,0.523,0,0.77,6.1,0.114,kamanch01,2006
Elton Brand,26,LAC,0,10,630,0.016,79,39.2,24.7,10,2.6,1,2.5,0.527,0.333,0.775,14.8,0.229,brandel01,2006
DeSagana Diop,24,DAL,1,8,630,0.013,81,18.6,2.3,4.6,0.3,0.5,1.8,0.487,0.5,0.542,4.1,0.13,diopde01,2006
Smush Parker,24,LAL,0,8,630,0.013,82,33.8,11.5,3.3,3.7,1.7,0.2,0.447,0.366,0.694,5.8,0.1,parkesm01,2006
Pau Gasol,25,MEM,0,6,630,0.01,80,39.2,20.4,8.9,4.6,0.6,1.9,0.503,0.25,0.689,12,0.184,gasolpa01,2006
Mehmet Okur,26,UTA,0,6,630,0.01,82,35.9,18,9.1,2.4,0.5,0.9,0.46,0.342,0.78,9.3,0.152,okurme01,2006
Dwight Howard,20,ORL,0,5,630,0.008,82,36.8,15.8,12.5,1.5,0.8,1.4,0.531,0,0.595,8.6,0.137,howardw01,2006
Caron Butler,25,WAS,0,4,630,0.006,75,36.1,17.6,6.2,2.5,1.7,0.2,0.455,0.342,0.87,6.3,0.112,butleca01,2006
LeBron James,21,CLE,0,4,630,0.006,79,42.5,31.4,7,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,jamesle01,2006
Kevin Martin,22,SAC,0,2,630,0.003,72,26.6,10.8,3.6,1.3,0.8,0.1,0.48,0.369,0.847,5.5,0.137,martike02,2006
Zaza Pachulia,21,ATL,0,2,630,0.003,78,31.4,11.7,7.9,1.7,1.1,0.5,0.451,0,0.735,3.9,0.077,pachuza01,2006
Raja Bell,29,PHO,0,1,630,0.002,79,37.5,14.7,3.2,2.6,1,0.3,0.457,0.442,0.788,6.8,0.11,bellra01,2006
Kobe Bryant,27,LAL,0,1,630,0.002,80,41,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,bryanko01,2006
Luol Deng,20,CHI,0,1,630,0.002,78,33.4,14.3,6.6,1.9,0.9,0.6,0.463,0.269,0.75,6.5,0.12,denglu01,2006
